id|nombre_completo|tipo_documento|numero_documento|tipo_telefono|telefono_contacto|correo_electronico|direccion|tipo_solicitud|fecha_radicacion|canal_recepcion|asunto_titulo|descripcion_detallada|tipo_mascota|campus_relacionado|fecha_maxima_respuesta|estado_peticion|usuario_registro
1576|Jorge Antonia Álvarez Restrepo|CE|1039659737|Celular|3162012122|jorge.restrepo1576@outlook.com|Carrera 12 #37-98|Reclamo|2026-04-18 10:03:04|Teléfono|Reclamo por cancelación de cita|Mi cita para mi gato fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Gato|Campus Medellín - Ciudad Universitaria|2026-05-18 10:03:04|Solucionada|mtorres_udea
1577|Isabella Sofía Ríos Peña|NIT|825099318|Corporativo|3031605294|isabella.pena1577@outlook.com|Diagonal 52 #57-38|Reclamo|2026-05-23 13:28:02|Redes sociales|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus Medellín - Edificio Antioquia|2026-06-22 13:28:02|Registrada|rquintero_udea
1578|Alexander Antonia Muñoz Ortiz|TI|1060898023|Corporativo|3013972603|alexander.ortiz1578@outlook.com|Carrera 40 #87-74|Reclamo|2026-01-22 12:09:19|Otro|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus Medellín - Edificio de Extensión|2026-02-21 12:09:19|Registrada|rquintero_udea
1579|Rodrigo Andrés Cano Uribe|TI|1022997726|Otro|3215674724|rodrigo.uribe1579@hotmail.com|Carrera 52 #85-2|Reclamo|2026-08-21 16:09:26|Correo electrónico|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus Medellín - Ciudad Universitaria|2026-09-20 16:09:26|En proceso|jgomez_udea
1580|Fernando Camila Castaño Palacio|TI|1017383877|Corporativo|3096872909|fernando.palacio1580@outlook.com|Avenida 33 #23-26|Reclamo|2026-06-21 17:35:41|Página web|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus en el Área de la salud|2026-07-21 17:35:41|Solucionada|jbedoya_udea
1581|Carlos Restrepo Aristizábal|NIT|813505797|Otro|3012785309|carlos.aristizabal1581@gmail.com|Carrera 30 #32-91|Reclamo|2026-08-19 16:00:21|Correo electrónico|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Edificio de Extensión|2026-09-18 16:00:21|Registrada|jgomez_udea
1582|Álvaro Esteban Builes Vélez|NIT|885319303|Corporativo|3065771522|alvaro.velez1582@hotmail.com|Transversal 33 #70-67|Reclamo|2026-07-22 15:40:30|Otro|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Edificio Antioquia|2026-08-21 15:40:30|En proceso|mvelez_udea
1583|Óscar Fernanda Bedoya Vargas|PP|1030528789|Fijo|3169814232|oscar.vargas1583@gmail.com|Avenida 33 #89-25|Reclamo|2026-06-17 13:32:52|Otro|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus en el Área de la salud|2026-07-17 13:32:52|En proceso|rquintero_udea
1584|Álvaro Camila López Duque|CC|1019344842|Corporativo|3028693070|alvaro.duque1584@gmail.com|Transversal 71 #76-2|Reclamo|2026-02-28 17:01:16|Correo electrónico|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus Medellín - Edificio Antioquia|2026-03-30 17:01:16|En proceso|scardenas_udea
1585|Vanessa Antonia Mejía Betancur|TI|1033659462|Otro|3213058116|vanessa.betancur1585@correo.com|Diagonal 6 #49-50|Reclamo|2026-04-28 10:12:58|Redes sociales|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus en el Área de la salud|2026-05-28 10:12:58|Solucionada|jgomez_udea
1586|Rodrigo Esteban Vargas Sánchez|CE|1080423768|Celular|3242365020|rodrigo.sanchez1586@udea.edu.co|Diagonal 39 #10-46|Reclamo|2026-01-28 16:14:19|Página web|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus Medellín - Ciudad Universitaria|2026-02-27 16:14:19|En proceso|jgomez_udea
1587|David Camila Ramírez Gómez|PP|1026003426|Corporativo|3217014281|david.gomez1587@hotmail.com|Calle 89 #16-55|Reclamo|2026-04-08 08:50:56|Otro|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-05-08 08:50:56|Solucionada|apineda_udea
1588|Carlos Antonia Escobar Ceballos|NIT|858891277|Otro|3119446048|carlos.ceballos1588@udea.edu.co|Carrera 117 #78-11|Reclamo|2026-01-02 14:33:50|Correo electrónico|Reclamo por pérdida de historia clínica|La historia clínica de mi gato no fue encontrada en el sistema al momento de mi última visita.|Gato|Campus Medellín - Ciudad Universitaria|2026-02-01 14:33:50|Solucionada|dgiraldo_udea
1589|Felipe Valentina Vélez Rodríguez|TI|1061041339|Corporativo|3223281898|felipe.rodriguez1589@correo.com|Calle 34 #45-54|Reclamo|2026-01-15 14:53:54|Otro|Reclamo por cancelación de cita|Mi cita para mi gato fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Gato|Campus Medellín - Ciudad Universitaria|2026-02-14 14:53:54|Registrada|jbedoya_udea
1590|Valentina Esteban Betancourt Vargas|CC|1010243369|Fijo|3173533159|valentina.vargas1590@udea.edu.co|Avenida 25 #85-44|Reclamo|2026-01-18 14:36:46|Otro|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus Medellín - Edificio Antioquia|2026-02-17 14:36:46|Registrada|rquintero_udea
1591|Diego Esteban Palacio Zapata|PP|1076856974|Fijo|3239630711|diego.zapata1591@correo.com|Transversal 106 #55-88|Reclamo|2026-05-17 12:09:30|Redes sociales|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Edificio San Ignacio|2026-06-16 12:09:30|En proceso|mvelez_udea
1592|Álvaro José Torres Sánchez|PP|1036803086|Celular|3112720143|alvaro.sanchez1592@udea.edu.co|Calle 110 #94-21|Reclamo|2026-05-11 08:06:59|Presencial|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Sede de Posgrado|2026-06-10 08:06:59|Registrada|dgiraldo_udea
1593|Hernán Sánchez Ceballos|CE|1030261198|Corporativo|3137329834|hernan.ceballos1593@correo.com|Carrera 117 #70-48|Reclamo|2026-07-02 08:24:31|Teléfono|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus Medellín - Sede de Posgrado|2026-08-01 08:24:31|Solucionada|admin_udea
1594|Julián Antonia Duque Peña|CC|1021769133|Otro|3263925442|julian.pena1594@udea.edu.co|Diagonal 30 #79-34|Reclamo|2026-09-10 17:45:53|Presencial|Reclamo por pérdida de historia clínica|La historia clínica de mi gato no fue encontrada en el sistema al momento de mi última visita.|Gato|Campus Medellín - Ciudadela Robledo|2026-10-10 17:45:53|Solucionada|apineda_udea
1595|Nicolás Antonia Ospina Sánchez|CE|1086990190|Fijo|3129763526|nicolas.sanchez1595@hotmail.com|Calle 1 #18-51|Reclamo|2026-05-01 15:36:16|Redes sociales|Reclamo por cancelación de cita|Mi cita para mi perro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Perro|Campus Medellín - Edificio Antioquia|2026-05-31 15:36:16|En proceso|cparra_udea
1596|Tatiana Sofía Herrera Pérez|NIT|880042428|Corporativo|3294565885|tatiana.perez1596@correo.com|Diagonal 41 #52-29|Reclamo|2026-04-15 17:15:40|Otro|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus en el Área de la salud|2026-05-15 17:15:40|Registrada|admin_udea
1597|Catalina Salazar Cadavid|PP|1073518106|Otro|3153729653|catalina.cadavid1597@gmail.com|Transversal 21 #36-45|Reclamo|2026-09-15 08:11:46|Redes sociales|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus Medellín - Ciudad Universitaria|2026-10-15 08:11:46|En proceso|scardenas_udea
1598|Ricardo Valentina Cano Mejía|TI|1022634000|Celular|3187141007|ricardo.mejia1598@udea.edu.co|Carrera 82 #75-76|Reclamo|2026-09-12 13:34:46|Redes sociales|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi gato tardaron más de lo informado inicialmente.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-10-12 13:34:46|En proceso|apineda_udea
1599|Juliana Andrés Higuita Ortiz|PP|1098685147|Otro|3137656593|juliana.ortiz1599@udea.edu.co|Avenida 82 #49-63|Reclamo|2026-03-17 13:41:03|Correo electrónico|Reclamo por cancelación de cita|Mi cita para mi gato fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Gato|Campus Medellín - Edificio Antioquia|2026-04-16 13:41:03|En proceso|rquintero_udea
1600|Luisa Camila Serna Castaño|TI|1043481995|Otro|3155469467|luisa.castano1600@udea.edu.co|Calle 105 #28-81|Reclamo|2026-07-17 09:22:38|Presencial|Reclamo por pérdida de historia clínica|La historia clínica de mi otro no fue encontrada en el sistema al momento de mi última visita.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-08-16 09:22:38|En proceso|admin_udea
1601|Manuela José Marín Restrepo|CE|1008253199|Fijo|3127776926|manuela.restrepo1601@udea.edu.co|Calle 39 #77-58|Reclamo|2026-01-09 08:20:59|Correo electrónico|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi perro.|Perro|Campus en el Área de la salud|2026-02-08 08:20:59|Registrada|lrestrepo_udea
1602|Nicolás Fernanda Aristizábal Montoya|CE|1021115970|Corporativo|3132257877|nicolas.montoya1602@hotmail.com|Calle 107 #2-84|Reclamo|2026-04-07 15:01:07|Redes sociales|Reclamo por pérdida de historia clínica|La historia clínica de mi perro no fue encontrada en el sistema al momento de mi última visita.|Perro|Campus Medellín - Edificio de Extensión|2026-05-07 15:01:07|Solucionada|admin_udea
1603|Sofía David Rodríguez Quintero|PP|1005411203|Otro|3269285660|sofia.quintero1603@udea.edu.co|Carrera 13 #42-55|Reclamo|2026-08-13 13:46:44|Redes sociales|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Ciudadela Robledo|2026-09-12 13:46:44|Solucionada|scardenas_udea
1604|Jorge Sofía Muñoz Duque|CC|1034501577|Otro|3282560519|jorge.duque1604@hotmail.com|Carrera 120 #54-35|Reclamo|2026-01-03 11:57:37|Teléfono|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Edificio de Extensión|2026-02-02 11:57:37|En proceso|fherrera_udea
1605|Óscar José Higuita Sánchez|CE|1060131380|Corporativo|3298398206|oscar.sanchez1605@correo.com|Carrera 15 #31-60|Reclamo|2026-02-06 16:37:10|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi gato tardaron más de lo informado inicialmente.|Gato|Campus Medellín - Ciudad Universitaria|2026-03-08 16:37:10|En proceso|jgomez_udea
1606|Isabella Antonia Gómez Álvarez|TI|1027138717|Corporativo|3133057009|isabella.alvarez1606@hotmail.com|Avenida 68 #30-48|Reclamo|2026-07-11 14:27:01|Presencial|Reclamo por cancelación de cita|Mi cita para mi gato fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-08-10 14:27:01|Solucionada|cparra_udea
1607|Mariana Sofía Palacio Vélez|TI|1075516663|Corporativo|3084165350|mariana.velez1607@gmail.com|Avenida 23 #60-27|Reclamo|2026-08-17 16:36:01|Presencial|Reclamo por pérdida de historia clínica|La historia clínica de mi gato no fue encontrada en el sistema al momento de mi última visita.|Gato|Campus Medellín - Ciudad Universitaria|2026-09-16 16:36:01|En proceso|lrestrepo_udea
1608|Hernán Camila Restrepo Escobar|CE|1083581360|Corporativo|3168680904|hernan.escobar1608@udea.edu.co|Calle 51 #21-15|Reclamo|2026-01-21 11:06:38|Correo electrónico|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Edificio de Extensión|2026-02-20 11:06:38|Registrada|admin_udea
1609|Diego Andrés Gómez Vargas|CE|1058786451|Celular|3289796964|diego.vargas1609@correo.com|Transversal 87 #12-75|Reclamo|2026-04-26 16:49:10|Presencial|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Ciudad Universitaria|2026-05-26 16:49:10|En proceso|mtorres_udea
1610|Luisa Sofía Marín Londoño|PP|1056008583|Corporativo|3035356911|luisa.londono1610@correo.com|Calle 117 #69-38|Reclamo|2026-07-18 12:35:21|Teléfono|Reclamo por cancelación de cita|Mi cita para mi perro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Perro|Campus Medellín - Ciudadela Robledo|2026-08-17 12:35:21|En proceso|rquintero_udea
1611|Camila Antonia Ramírez Vargas|NIT|887154776|Fijo|3272166317|camila.vargas1611@udea.edu.co|Carrera 116 #54-61|Reclamo|2026-06-13 11:08:22|Redes sociales|Reclamo por pérdida de historia clínica|La historia clínica de mi otro no fue encontrada en el sistema al momento de mi última visita.|Otro|Campus Medellín - Edificio de Extensión|2026-07-13 11:08:22|Registrada|apineda_udea
1612|Jorge Alejandro Quintero Herrera|NIT|871809718|Otro|3082287690|jorge.herrera1612@outlook.com|N/A|Reclamo|2026-05-26 07:19:37|Presencial|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus Medellín - Casas Patrimoniales|2026-06-25 07:19:37|En proceso|mvelez_udea
1613|Sebastián Camila Escobar Pérez|PP|1086667992|Corporativo|3069486982|sebastian.perez1613@correo.com|Avenida 7 #24-99|Reclamo|2026-07-25 12:37:14|Redes sociales|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Ciudadela Robledo|2026-08-24 12:37:14|Solucionada|cparra_udea
1614|Santiago Andrés Álvarez Álvarez|CC|1076682510|Celular|3089009771|santiago.alvarez1614@gmail.com|Diagonal 7 #29-23|Reclamo|2026-06-19 17:26:39|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-07-19 17:26:39|Solucionada|mvelez_udea
1615|Ricardo Alejandro Jaramillo Londoño|NIT|817198332|Corporativo|3124568137|ricardo.londono1615@hotmail.com|Transversal 55 #15-42|Reclamo|2026-03-28 13:48:01|Correo electrónico|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Edificio Antioquia|2026-04-27 13:48:01|En proceso|mvelez_udea
1616|Cristian Castaño Cadavid|CC|1071370383|Celular|3136589232|cristian.cadavid1616@outlook.com|N/A|Reclamo|2026-06-18 09:04:58|Correo electrónico|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus Medellín - Casas Patrimoniales|2026-07-18 09:04:58|Registrada|apineda_udea
1617|Jorge Salazar Uribe|NIT|855852906|Fijo|3299128022|jorge.uribe1617@gmail.com|Transversal 70 #52-45|Reclamo|2026-03-19 07:41:17|Página web|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Ciudadela Robledo|2026-04-18 07:41:17|Registrada|admin_udea
1618|Cristian Herrera Gómez|PP|1053435783|Celular|3047153721|cristian.gomez1618@udea.edu.co|Carrera 29 #77-70|Reclamo|2026-09-16 08:53:40|Presencial|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Ciudad Universitaria|2026-10-16 08:53:40|Registrada|mvelez_udea
1619|Gabriela David Jaramillo Sánchez|TI|1051852704|Fijo|3258931616|gabriela.sanchez1619@outlook.com|Avenida 109 #39-77|Reclamo|2026-05-02 13:46:09|Página web|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-06-01 13:46:09|En proceso|dgiraldo_udea
1620|Felipe Camila Correa Villa|TI|1051024052|Fijo|3033381386|felipe.villa1620@outlook.com|Calle 84 #48-53|Reclamo|2026-06-08 09:03:10|Correo electrónico|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus Medellín - Sede de Posgrado|2026-07-08 09:03:10|Solucionada|admin_udea
1621|Jorge David Aristizábal Restrepo|PP|1077797734|Celular|3025515836|jorge.restrepo1621@outlook.com|Diagonal 5 #43-59|Reclamo|2026-03-01 16:24:43|Otro|Reclamo por pérdida de historia clínica|La historia clínica de mi gato no fue encontrada en el sistema al momento de mi última visita.|Gato|Campus Medellín - Edificio Antioquia|2026-03-31 16:24:43|En proceso|mvelez_udea
1622|Emmanuel Alejandro Escobar Higuita|PP|1001484149|Celular|3203729078|emmanuel.higuita1622@correo.com|Carrera 120 #82-54|Reclamo|2026-07-09 16:23:52|Redes sociales|Reclamo por pérdida de historia clínica|La historia clínica de mi otro no fue encontrada en el sistema al momento de mi última visita.|Otro|Campus Medellín - Ciudadela Robledo|2026-08-08 16:23:52|Solucionada|admin_udea
1623|Esteban Andrés Cárdenas Muñoz|NIT|896670654|Fijo|3259333159|esteban.munoz1623@hotmail.com|Calle 107 #34-10|Reclamo|2026-01-09 09:59:45|Teléfono|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Ciudad Universitaria|2026-02-08 09:59:45|Solucionada|mvelez_udea
1624|Carlos Sofía Castaño Osorio|CC|1099885598|Fijo|3043408664|carlos.osorio1624@gmail.com|Avenida 48 #87-92|Reclamo|2026-02-15 09:59:11|Correo electrónico|Reclamo por cancelación de cita|Mi cita para mi gato fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Gato|Campus en el Área de la salud|2026-03-17 09:59:11|En proceso|admin_udea
1625|David Esteban Sánchez Correa|NIT|800736200|Otro|3194726025|david.correa1625@correo.com|Calle 20 #53-55|Reclamo|2026-05-09 07:49:43|Teléfono|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi perro.|Perro|Campus Medellín - Ciudadela Robledo|2026-06-08 07:49:43|Solucionada|dgiraldo_udea
1626|Natalia David Montoya Ceballos|CE|1021624703|Celular|3053620507|natalia.ceballos1626@hotmail.com|Carrera 116 #79-80|Reclamo|2026-04-28 08:11:38|Presencial|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-05-28 08:11:38|Registrada|jbedoya_udea
1627|Jorge José Torres Ríos|TI|1029445116|Otro|3161282379|jorge.rios1627@udea.edu.co|Calle 23 #39-34|Reclamo|2026-08-03 08:04:57|Correo electrónico|Reclamo por pérdida de historia clínica|La historia clínica de mi perro no fue encontrada en el sistema al momento de mi última visita.|Perro|Campus en el Área de la salud|2026-09-02 08:04:57|Registrada|jbedoya_udea
1628|Paula Esteban Villa Vélez|PP|1077830294|Fijo|3228657259|paula.velez1628@outlook.com|Diagonal 13 #41-69|Reclamo|2026-03-05 10:59:59|Presencial|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Edificio de Extensión|2026-04-04 10:59:59|Registrada|jbedoya_udea
1629|Mauricio Valentina López Sánchez|TI|1012858428|Celular|3227179057|mauricio.sanchez1629@gmail.com|Avenida 64 #45-41|Reclamo|2026-03-18 16:30:02|Página web|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus Medellín - Edificio de Extensión|2026-04-17 16:30:02|Registrada|cparra_udea
1630|Manuela David Cano Ríos|TI|1085424849|Fijo|3088670548|manuela.rios1630@udea.edu.co|Transversal 26 #41-17|Reclamo|2026-05-10 07:49:50|Otro|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi gato tardaron más de lo informado inicialmente.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-06-09 07:49:50|Solucionada|dgiraldo_udea
1631|Rodrigo Alejandro Higuita Montoya|CE|1040562076|Corporativo|3173887161|rodrigo.montoya1631@outlook.com|Calle 91 #57-87|Reclamo|2026-06-01 17:16:58|Página web|Reclamo por cancelación de cita|Mi cita para mi perro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Perro|Campus Medellín - Sede de Posgrado|2026-07-01 17:16:58|Registrada|cparra_udea
1632|Esteban Alejandro Correa Ramírez|CE|1018138990|Corporativo|3047911014|esteban.ramirez1632@gmail.com|N/A|Reclamo|2026-09-23 15:20:12|Otro|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi gato.|Gato|Campus Medellín - Casas Patrimoniales|2026-10-23 15:20:12|Solucionada|dgiraldo_udea
1633|Leonardo Sofía López Peña|NIT|877121830|Otro|3264441283|leonardo.pena1633@outlook.com|Transversal 114 #54-20|Reclamo|2026-03-12 07:48:26|Otro|Reclamo por pérdida de historia clínica|La historia clínica de mi gato no fue encontrada en el sistema al momento de mi última visita.|Gato|Campus Medellín - Ciudadela Robledo|2026-04-11 07:48:26|Registrada|lrestrepo_udea
1634|Carlos David Marín Montoya|TI|1092451968|Celular|3119844686|carlos.montoya1634@hotmail.com|Transversal 86 #72-46|Reclamo|2026-08-23 08:21:34|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi gato tardaron más de lo informado inicialmente.|Gato|Campus Medellín - Edificio San Ignacio|2026-09-22 08:21:34|Solucionada|fherrera_udea
1635|Juan Antonia Higuita Sánchez|CE|1022877128|Otro|3226219356|juan.sanchez1635@gmail.com|Carrera 47 #39-88|Reclamo|2026-03-22 13:18:47|Presencial|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Edificio Antioquia|2026-04-21 13:18:47|Solucionada|dgiraldo_udea
1636|Alejandra Alejandro Builes Ramírez|CC|1004609210|Corporativo|3131366576|alejandra.ramirez1636@outlook.com|Avenida 9 #12-32|Reclamo|2026-01-09 14:46:44|Otro|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi gato tardaron más de lo informado inicialmente.|Gato|Campus Medellín - Casas Patrimoniales|2026-02-08 14:46:44|Solucionada|jgomez_udea
1637|María David Aristizábal Herrera|NIT|824857139|Corporativo|3069707616|maria.herrera1637@outlook.com|Diagonal 19 #41-2|Reclamo|2026-01-10 16:06:25|Redes sociales|Reclamo por cancelación de cita|Mi cita para mi perro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Perro|Campus Medellín - Sede de Posgrado|2026-02-09 16:06:25|En proceso|dgiraldo_udea
1638|Fernando Antonia Restrepo Álvarez|TI|1019801198|Corporativo|3043998228|fernando.alvarez1638@udea.edu.co|Avenida 56 #41-21|Reclamo|2026-09-24 09:08:15|Presencial|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Ciudadela Robledo|2026-10-24 09:08:15|Registrada|jgomez_udea
1639|Laura Fernanda Castaño Ospina|TI|1019037847|Otro|3173881688|laura.ospina1639@correo.com|Calle 61 #33-91|Reclamo|2026-09-24 10:25:09|Presencial|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Edificio Antioquia|2026-10-24 10:25:09|Solucionada|lrestrepo_udea
1640|Angélica David Ocampo Londoño|CC|1097797010|Fijo|3101206605|angelica.londono1640@gmail.com|Transversal 109 #11-31|Reclamo|2026-01-01 10:47:07|Página web|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus Medellín - Ciudad Universitaria|2026-01-31 10:47:07|Solucionada|mvelez_udea
1641|Natalia Valentina Vélez Montoya|CC|1052462712|Corporativo|3179044938|natalia.montoya1641@hotmail.com|Avenida 56 #96-79|Reclamo|2026-04-26 10:46:52|Redes sociales|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-05-26 10:46:52|En proceso|cparra_udea
1642|Angélica Antonia Vélez Aristizábal|TI|1098372107|Otro|3116512357|angelica.aristizabal1642@outlook.com|Transversal 48 #72-33|Reclamo|2026-06-05 08:05:42|Presencial|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-07-05 08:05:42|Registrada|dgiraldo_udea
1643|Daniela José Salazar Higuita|PP|1074560947|Fijo|3032469297|daniela.higuita1643@outlook.com|Calle 39 #59-14|Reclamo|2026-06-23 11:13:40|Página web|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi gato tardaron más de lo informado inicialmente.|Gato|Campus Medellín - Ciudad Universitaria|2026-07-23 11:13:40|Registrada|scardenas_udea
1644|Cristian Alejandro Londoño Serna|NIT|833680741|Otro|3009713466|cristian.serna1644@gmail.com|Diagonal 40 #11-91|Reclamo|2026-02-27 13:24:41|Otro|Reclamo por pérdida de historia clínica|La historia clínica de mi otro no fue encontrada en el sistema al momento de mi última visita.|Otro|Campus Medellín - Ciudad Universitaria|2026-03-29 13:24:41|En proceso|jbedoya_udea
1645|Jorge Cárdenas Serna|CE|1092989456|Celular|3022356226|jorge.serna1645@hotmail.com|Calle 29 #43-8|Reclamo|2026-01-16 12:45:04|Teléfono|Reclamo por pérdida de historia clínica|La historia clínica de mi otro no fue encontrada en el sistema al momento de mi última visita.|Otro|Campus Medellín - Edificio Antioquia|2026-02-15 12:45:04|En proceso|lrestrepo_udea
1646|Adriana Andrés Marín Ramírez|TI|1003561760|Otro|3175820213|adriana.ramirez1646@udea.edu.co|Diagonal 57 #99-54|Reclamo|2026-06-25 10:24:40|Redes sociales|Reclamo por pérdida de historia clínica|La historia clínica de mi perro no fue encontrada en el sistema al momento de mi última visita.|Perro|Campus Medellín - Sede de Posgrado|2026-07-25 10:24:40|Solucionada|lrestrepo_udea
1647|Juan José Torres Álvarez|CE|1020716104|Fijo|3139205854|juan.alvarez1647@gmail.com|Transversal 77 #32-51|Reclamo|2026-01-28 08:34:04|Página web|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi perro.|Perro|Campus Medellín - Edificio de Extensión|2026-02-27 08:34:04|Solucionada|jbedoya_udea
