id|nombre_completo|tipo_documento|numero_documento|tipo_telefono|telefono_contacto|correo_electronico|direccion|tipo_solicitud|fecha_radicacion|canal_recepcion|asunto_titulo|descripcion_detallada|tipo_mascota|campus_relacionado|fecha_maxima_respuesta|estado_peticion|usuario_registro
1705|Fernando Alejandro Betancourt Pérez|PP|1019454057|Otro|3047798731|fernando.perez1705@outlook.com|Calle 102 #17-58|Sugerencia|2026-04-19 11:38:38|Correo electrónico|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi otro se estresó durante la espera.|Otro|Campus Medellín - Casas Patrimoniales|2026-05-19 11:38:38|En proceso|rquintero_udea
1706|Juan Fernanda Jaramillo Sánchez|CE|1011577422|Corporativo|3274240773|juan.sanchez1706@gmail.com|Carrera 89 #99-94|Sugerencia|2026-03-21 12:45:48|Otro|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Otro|Campus Medellín - Edificio de Extensión|2026-04-20 12:45:48|Solucionada|mvelez_udea
1707|Óscar Antonia Vargas Montoya|CC|1065876139|Fijo|3128668188|oscar.montoya1707@gmail.com|Avenida 119 #6-45|Sugerencia|2026-04-04 11:33:10|Teléfono|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Edificio Antioquia|2026-05-04 11:33:10|Registrada|admin_udea
1708|Miguel Fernanda Builes Castaño|CE|1008045371|Celular|3062096503|miguel.castano1708@hotmail.com|Diagonal 55 #17-50|Sugerencia|2026-06-24 07:26:03|Redes sociales|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Otro|Campus Medellín - Edificio Antioquia|2026-07-24 07:26:03|Registrada|apineda_udea
1709|Tatiana Londoño Ceballos|PP|1016917462|Celular|3278203973|tatiana.ceballos1709@hotmail.com|Transversal 93 #44-25|Sugerencia|2026-04-25 13:29:39|Redes sociales|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus Medellín - Edificio Antioquia|2026-05-25 13:29:39|Registrada|rquintero_udea
1710|Alexander Camila Cadavid Restrepo|CC|1033503799|Otro|3225326190|alexander.restrepo1710@correo.com|Transversal 107 #45-90|Sugerencia|2026-05-18 15:51:08|Otro|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Edificio San Ignacio|2026-06-17 15:51:08|Registrada|lrestrepo_udea
1711|Esteban Valentina Jaramillo Vélez|TI|1043357746|Corporativo|3017219227|esteban.velez1711@hotmail.com|Carrera 59 #15-26|Sugerencia|2026-05-14 07:15:23|Correo electrónico|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi otro.|Otro|Campus Medellín - Casas Patrimoniales|2026-06-13 07:15:23|Registrada|jbedoya_udea
1712|Ricardo Sofía Ramírez Cano|CE|1052286860|Corporativo|3175396961|ricardo.cano1712@correo.com|Avenida 36 #37-45|Sugerencia|2026-03-26 11:33:22|Presencial|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi otro.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-04-25 11:33:22|En proceso|dgiraldo_udea
1713|Jorge Fernanda Giraldo Franco|TI|1087808963|Corporativo|3098253515|jorge.franco1713@hotmail.com|Transversal 109 #31-40|Sugerencia|2026-09-11 10:52:00|Teléfono|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi otro se estresó durante la espera.|Otro|Campus Medellín - Ciudad Universitaria|2026-10-11 10:52:00|Solucionada|lrestrepo_udea
1714|Juan José Torres Peña|NIT|843584136|Otro|3169771369|juan.pena1714@correo.com|N/A|Sugerencia|2026-06-15 13:55:08|Correo electrónico|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus Medellín - Ciudadela Robledo|2026-07-15 13:55:08|Solucionada|cparra_udea
1715|Leonardo Fernanda Uribe Palacio|TI|1024821392|Otro|3235823384|leonardo.palacio1715@outlook.com|N/A|Sugerencia|2026-05-23 15:26:11|Teléfono|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Ciudad Universitaria|2026-06-22 15:26:11|Registrada|mvelez_udea
1716|Catalina Herrera Mejía|PP|1076390072|Celular|3158302023|catalina.mejia1716@outlook.com|Diagonal 52 #57-87|Sugerencia|2026-01-13 07:35:45|Teléfono|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi otro.|Otro|Campus Medellín - Edificio de Extensión|2026-02-12 07:35:45|Solucionada|fherrera_udea
1717|María Antonia Gutiérrez Higuita|TI|1097743537|Fijo|3207322201|maria.higuita1717@outlook.com|Diagonal 110 #57-54|Sugerencia|2026-03-02 14:33:55|Redes sociales|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Gato|Campus Medellín - Edificio Antioquia|2026-04-01 14:33:55|Solucionada|mtorres_udea
1718|Ricardo Andrés Betancur Correa|NIT|865996106|Celular|3146816523|ricardo.correa1718@gmail.com|Transversal 2 #35-39|Sugerencia|2026-05-17 07:59:31|Página web|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi otro.|Otro|Campus Medellín - Ciudadela Robledo|2026-06-16 07:59:31|Registrada|mvelez_udea
1719|Óscar Alejandro Franco Duque|CE|1063760100|Corporativo|3237529488|oscar.duque1719@correo.com|Carrera 81 #43-56|Sugerencia|2026-07-26 11:22:01|Página web|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-08-25 11:22:01|Solucionada|admin_udea
1720|María Alejandro Gutiérrez Betancur|TI|1085964275|Fijo|3219958803|maria.betancur1720@outlook.com|Diagonal 114 #53-10|Sugerencia|2026-08-21 13:10:27|Redes sociales|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Otro|Campus Medellín - Sede de Posgrado|2026-09-20 13:10:27|Registrada|cparra_udea
1721|Juliana Sofía Correa Cano|PP|1057513874|Fijo|3115909890|juliana.cano1721@hotmail.com|Diagonal 3 #74-56|Sugerencia|2026-06-28 07:32:10|Teléfono|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Gato|Campus Medellín - Ciudadela Robledo|2026-07-28 07:32:10|Registrada|rquintero_udea
1722|Leonardo David Ocampo Marín|NIT|895516277|Celular|3066587859|leonardo.marin1722@hotmail.com|Calle 55 #10-68|Sugerencia|2026-06-14 09:07:03|Teléfono|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-07-14 09:07:03|Registrada|mtorres_udea
1723|Diego Alejandro Ocampo Builes|CC|1045189016|Otro|3274382359|diego.builes1723@correo.com|Transversal 113 #87-26|Sugerencia|2026-05-23 08:24:19|Teléfono|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi gato.|Gato|Campus Medellín - Ciudad Universitaria|2026-06-22 08:24:19|Registrada|admin_udea
1724|Hernán José López Quintero|PP|1033791672|Otro|3054685739|hernan.quintero1724@outlook.com|Carrera 68 #50-89|Sugerencia|2026-04-11 14:23:12|Otro|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi otro.|Otro|Campus en el Área de la salud|2026-05-11 14:23:12|Registrada|mvelez_udea
1725|Manuela Sofía Serna Ocampo|CC|1045023579|Fijo|3076623906|manuela.ocampo1725@gmail.com|Transversal 86 #35-28|Sugerencia|2026-07-13 16:34:54|Otro|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Ciudad Universitaria|2026-08-12 16:34:54|Solucionada|jgomez_udea
1726|Jorge David Escobar Salazar|NIT|807523216|Fijo|3179935580|jorge.salazar1726@udea.edu.co|Avenida 102 #58-29|Sugerencia|2026-02-10 09:40:25|Correo electrónico|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus Medellín - Ciudad Universitaria|2026-03-12 09:40:25|Solucionada|cparra_udea
1727|Catalina Andrés Gutiérrez Zapata|CE|1088443544|Corporativo|3295560059|catalina.zapata1727@udea.edu.co|Calle 72 #89-60|Sugerencia|2026-02-06 08:45:56|Presencial|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Otro|Campus Medellín - Edificio San Ignacio|2026-03-08 08:45:56|En proceso|scardenas_udea
1728|Ricardo Valentina Ocampo Muñoz|PP|1092233438|Fijo|3012802772|ricardo.munoz1728@hotmail.com|Diagonal 19 #24-36|Sugerencia|2026-08-05 17:46:00|Otro|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Perro|Campus Medellín - Edificio San Ignacio|2026-09-04 17:46:00|Solucionada|fherrera_udea
1729|Gabriela Andrés Jaramillo Giraldo|PP|1019658268|Fijo|3066807367|gabriela.giraldo1729@hotmail.com|Avenida 21 #63-46|Sugerencia|2026-05-04 07:27:29|Otro|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi gato.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-06-03 07:27:29|En proceso|mtorres_udea
1730|Gabriela Higuita Cano|TI|1043473069|Fijo|3196720222|gabriela.cano1730@outlook.com|Transversal 66 #39-56|Sugerencia|2026-07-17 08:12:48|Teléfono|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi otro se estresó durante la espera.|Otro|Campus Medellín - Ciudadela Robledo|2026-08-16 08:12:48|Solucionada|apineda_udea
1731|Ricardo José López Ramírez|NIT|883725019|Celular|3049789300|ricardo.ramirez1731@correo.com|Avenida 46 #64-69|Sugerencia|2026-07-26 07:39:45|Teléfono|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Otro|Campus Medellín - Casas Patrimoniales|2026-08-25 07:39:45|Solucionada|dgiraldo_udea
1732|Estefanía Antonia Bedoya Builes|TI|1098257988|Corporativo|3093553581|estefania.builes1732@udea.edu.co|Avenida 19 #82-73|Sugerencia|2026-01-02 11:37:08|Redes sociales|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus Medellín - Casas Patrimoniales|2026-02-01 11:37:08|Registrada|mvelez_udea
1733|Esteban Valentina Salazar Villa|TI|1044648389|Corporativo|3061693166|esteban.villa1733@udea.edu.co|Avenida 33 #82-77|Sugerencia|2026-07-05 12:05:20|Redes sociales|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Otro|Campus Medellín - Edificio San Ignacio|2026-08-04 12:05:20|En proceso|mtorres_udea
1734|Álvaro Sofía Villa López|TI|1010309739|Fijo|3059505891|alvaro.lopez1734@correo.com|Transversal 80 #38-67|Sugerencia|2026-07-16 17:39:32|Correo electrónico|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Otro|Campus Medellín - Sede de Posgrado|2026-08-15 17:39:32|Solucionada|mtorres_udea
1735|Santiago Escobar Escobar|NIT|818081269|Celular|3225946206|santiago.escobar1735@udea.edu.co|Carrera 55 #73-61|Sugerencia|2026-03-17 09:35:59|Otro|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Otro|Campus Medellín - Casas Patrimoniales|2026-04-16 09:35:59|Solucionada|fherrera_udea
1736|Esteban José Uribe Giraldo|CC|1034128949|Fijo|3027999069|esteban.giraldo1736@udea.edu.co|Calle 18 #68-39|Sugerencia|2026-07-25 11:41:20|Correo electrónico|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Gato|Campus Medellín - Ciudad Universitaria|2026-08-24 11:41:20|Solucionada|jbedoya_udea
1737|Sebastián Cano Londoño|PP|1040260531|Corporativo|3045598451|sebastian.londono1737@correo.com|Avenida 47 #71-47|Sugerencia|2026-08-15 16:09:50|Otro|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Otro|Campus Medellín - Edificio San Ignacio|2026-09-14 16:09:50|Registrada|lrestrepo_udea
1738|Alexander Uribe Ramírez|CC|1056281174|Celular|3046004093|alexander.ramirez1738@gmail.com|Avenida 71 #62-47|Sugerencia|2026-07-08 15:15:31|Presencial|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-08-07 15:15:31|Registrada|apineda_udea
1739|Carolina Fernanda Bedoya Restrepo|PP|1045080931|Fijo|3165832106|carolina.restrepo1739@outlook.com|Diagonal 60 #21-10|Sugerencia|2026-05-20 15:17:29|Teléfono|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Otro|Campus Medellín - Sede de Posgrado|2026-06-19 15:17:29|Registrada|mtorres_udea
1740|Daniela Alejandro Cadavid López|CC|1025500649|Corporativo|3189620593|daniela.lopez1740@outlook.com|Avenida 88 #19-52|Sugerencia|2026-04-07 17:27:31|Teléfono|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus Medellín - Edificio Antioquia|2026-05-07 17:27:31|Registrada|admin_udea
1741|Estefanía Betancur Montoya|CC|1056358780|Fijo|3067520517|estefania.montoya1741@udea.edu.co|Calle 46 #95-31|Sugerencia|2026-09-20 17:06:48|Teléfono|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus en el Área de la salud|2026-10-20 17:06:48|En proceso|jbedoya_udea
1742|Valentina Fernanda Álvarez Ríos|TI|1036676694|Otro|3174687201|valentina.rios1742@outlook.com|Calle 20 #40-7|Sugerencia|2026-06-20 15:14:15|Redes sociales|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Gato|Campus Medellín - Edificio de Extensión|2026-07-20 15:14:15|En proceso|jbedoya_udea
1743|Fernando Fernanda Restrepo Palacio|CE|1086863253|Fijo|3266767788|fernando.palacio1743@outlook.com|Transversal 66 #1-32|Sugerencia|2026-02-06 07:51:46|Correo electrónico|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi otro.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-03-08 07:51:46|En proceso|mvelez_udea
1744|Juliana Camila Builes Gutiérrez|CC|1031265733|Fijo|3256248222|juliana.gutierrez1744@hotmail.com|Calle 5 #96-17|Sugerencia|2026-08-25 09:41:25|Teléfono|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Otro|Campus en el Área de la salud|2026-09-24 09:41:25|Registrada|admin_udea
1745|Luisa Esteban Jaramillo Giraldo|TI|1040860544|Fijo|3118551533|luisa.giraldo1745@gmail.com|Transversal 40 #35-59|Sugerencia|2026-06-24 10:13:00|Redes sociales|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-07-24 10:13:00|Registrada|apineda_udea
1746|Andrés David Serna Castaño|CC|1075916891|Fijo|3108486430|andres.castano1746@outlook.com|Calle 99 #42-83|Sugerencia|2026-01-12 14:18:34|Página web|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus en el Área de la salud|2026-02-11 14:18:34|Registrada|rquintero_udea
1747|Felipe Esteban Restrepo Franco|NIT|833076543|Otro|3098285335|felipe.franco1747@gmail.com|Carrera 95 #90-49|Sugerencia|2026-03-09 16:53:09|Teléfono|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus en el Área de la salud|2026-04-08 16:53:09|Solucionada|mvelez_udea
1748|David David Arboleda Cárdenas|PP|1059208579|Otro|3016648794|david.cardenas1748@correo.com|Calle 21 #10-45|Sugerencia|2026-05-18 08:30:07|Otro|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Perro|Campus Medellín - Edificio Antioquia|2026-06-17 08:30:07|Registrada|admin_udea
1749|Fernando Alejandro Ramírez Rodríguez|PP|1022824572|Corporativo|3113635802|fernando.rodriguez1749@correo.com|Diagonal 87 #35-12|Sugerencia|2026-05-07 07:18:38|Redes sociales|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi otro se estresó durante la espera.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-06-06 07:18:38|Solucionada|mvelez_udea
1750|Rodrigo Alejandro Villa Franco|NIT|886715460|Celular|3186416603|rodrigo.franco1750@hotmail.com|Transversal 73 #59-2|Sugerencia|2026-05-07 14:54:54|Página web|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Perro|Campus Medellín - Sede de Posgrado|2026-06-06 14:54:54|Solucionada|jgomez_udea
1751|Fernando Antonia Ocampo Gómez|CC|1054536971|Celular|3199441732|fernando.gomez1751@hotmail.com|Transversal 80 #70-84|Sugerencia|2026-04-14 16:18:22|Otro|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus Medellín - Sede de Posgrado|2026-05-14 16:18:22|Registrada|rquintero_udea
1752|Adriana Camila Vargas Sánchez|PP|1076264934|Fijo|3268930586|adriana.sanchez1752@udea.edu.co|Carrera 12 #27-88|Sugerencia|2026-02-24 17:18:37|Redes sociales|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Perro|Campus Medellín - Ciudad Universitaria|2026-03-26 17:18:37|Registrada|jgomez_udea
1753|Vanessa José Torres Osorio|CE|1004469512|Fijo|3045888649|vanessa.osorio1753@hotmail.com|Avenida 73 #81-11|Sugerencia|2026-05-18 17:00:54|Correo electrónico|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Otro|Campus Medellín - Ciudad Universitaria|2026-06-17 17:00:54|Solucionada|apineda_udea
1754|Isabella Sofía Higuita Montoya|CC|1093806683|Celular|3256682449|isabella.montoya1754@udea.edu.co|Transversal 107 #87-6|Sugerencia|2026-01-04 17:33:57|Redes sociales|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi gato.|Gato|Campus Medellín - Sede de Posgrado|2026-02-03 17:33:57|Registrada|lrestrepo_udea
1755|Álvaro José Ceballos Cadavid|PP|1094099158|Otro|3111409743|alvaro.cadavid1755@udea.edu.co|Transversal 41 #14-64|Sugerencia|2026-01-16 17:06:12|Teléfono|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Otro|Campus Medellín - Ciudad Universitaria|2026-02-15 17:06:12|Solucionada|scardenas_udea
1756|Óscar José Betancourt Arboleda|NIT|822611184|Otro|3115665030|oscar.arboleda1756@hotmail.com|Avenida 56 #28-97|Sugerencia|2026-06-03 15:24:33|Página web|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Otro|Campus Medellín - Edificio de Extensión|2026-07-03 15:24:33|Registrada|scardenas_udea
1757|Mauricio Alejandro Cano Betancourt|CC|1071335487|Celular|3128719810|mauricio.betancourt1757@outlook.com|Diagonal 95 #64-24|Sugerencia|2026-08-17 10:12:05|Redes sociales|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Edificio San Ignacio|2026-09-16 10:12:05|Solucionada|cparra_udea
1758|María David Quintero Vargas|NIT|820080257|Celular|3125272074|maria.vargas1758@udea.edu.co|Diagonal 40 #84-29|Sugerencia|2026-03-12 08:08:46|Otro|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Casas Patrimoniales|2026-04-11 08:08:46|En proceso|jgomez_udea
1759|Carlos Camila Osorio Gutiérrez|NIT|830743397|Corporativo|3146268217|carlos.gutierrez1759@outlook.com|Diagonal 94 #92-23|Sugerencia|2026-07-23 15:17:32|Teléfono|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus Medellín - Sede de Posgrado|2026-08-22 15:17:32|Registrada|mtorres_udea
1760|Ximena David Higuita Ospina|PP|1007051140|Otro|3202782925|ximena.ospina1760@hotmail.com|Calle 17 #59-21|Sugerencia|2026-08-25 10:29:05|Otro|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Casas Patrimoniales|2026-09-24 10:29:05|Registrada|fherrera_udea
1761|Esteban Antonia Ríos Duque|CE|1019093575|Corporativo|3113886566|esteban.duque1761@outlook.com|Avenida 24 #14-82|Sugerencia|2026-08-24 16:30:20|Correo electrónico|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Perro|Campus Medellín - Casas Patrimoniales|2026-09-23 16:30:20|Solucionada|mtorres_udea
1762|Angélica Duque Franco|TI|1076319280|Otro|3177308522|angelica.franco1762@gmail.com|Calle 14 #71-20|Sugerencia|2026-07-21 09:17:42|Otro|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Otro|Campus Medellín - Edificio de Extensión|2026-08-20 09:17:42|Solucionada|lrestrepo_udea
1763|Manuela Esteban Franco Gutiérrez|CC|1000735824|Fijo|3047785869|manuela.gutierrez1763@hotmail.com|Diagonal 116 #11-88|Sugerencia|2026-06-04 07:44:46|Página web|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-07-04 07:44:46|Solucionada|scardenas_udea
1764|Manuela Alejandro Muñoz Uribe|CE|1045863420|Fijo|3286614125|manuela.uribe1764@udea.edu.co|Carrera 114 #44-85|Sugerencia|2026-08-27 16:36:31|Página web|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Perro|Campus Medellín - Sede de Posgrado|2026-09-26 16:36:31|Solucionada|dgiraldo_udea
1765|Ricardo Andrés Giraldo Pérez|TI|1038771603|Celular|3217284115|ricardo.perez1765@udea.edu.co|Transversal 19 #50-69|Sugerencia|2026-05-19 11:09:39|Presencial|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi gato.|Gato|Campus Medellín - Ciudad Universitaria|2026-06-18 11:09:39|Solucionada|lrestrepo_udea
1766|Sebastián Antonia Builes Uribe|CE|1073316015|Celular|3288095982|sebastian.uribe1766@udea.edu.co|Avenida 84 #21-47|Sugerencia|2026-03-27 13:59:46|Correo electrónico|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Perro|Campus Medellín - Ciudadela Robledo|2026-04-26 13:59:46|Solucionada|apineda_udea
1767|Carlos Fernanda Palacio Montoya|CE|1003199022|Celular|3212653531|carlos.montoya1767@hotmail.com|Carrera 84 #27-73|Sugerencia|2026-06-04 07:47:40|Redes sociales|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Perro|Campus Medellín - Casas Patrimoniales|2026-07-04 07:47:40|En proceso|scardenas_udea
1768|Carlos Londoño Vargas|NIT|849148657|Otro|3181995302|carlos.vargas1768@udea.edu.co|Avenida 1 #79-89|Sugerencia|2026-05-03 07:30:50|Redes sociales|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Gato|Campus Medellín - Edificio de Extensión|2026-06-02 07:30:50|Solucionada|apineda_udea
1769|Miguel José Peña Cárdenas|CC|1036229924|Corporativo|3286955014|miguel.cardenas1769@udea.edu.co|Diagonal 73 #40-92|Sugerencia|2026-08-09 12:37:53|Página web|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Gato|Campus Medellín - Ciudadela Robledo|2026-09-08 12:37:53|Registrada|lrestrepo_udea
1770|Iván Esteban Herrera Betancur|TI|1095865698|Celular|3152672993|ivan.betancur1770@outlook.com|Diagonal 53 #96-58|Sugerencia|2026-02-13 08:52:41|Redes sociales|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Casas Patrimoniales|2026-03-15 08:52:41|En proceso|lrestrepo_udea
1771|Sofía Esteban Muñoz Rodríguez|PP|1097202709|Otro|3201001826|sofia.rodriguez1771@outlook.com|Calle 17 #69-5|Sugerencia|2026-03-20 12:09:00|Página web|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Gato|Campus Medellín - Ciudad Universitaria|2026-04-19 12:09:00|En proceso|lrestrepo_udea
1772|Mauricio David Betancourt Restrepo|PP|1007611805|Celular|3296438700|mauricio.restrepo1772@udea.edu.co|Diagonal 54 #10-59|Sugerencia|2026-02-06 13:29:23|Teléfono|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi gato.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-03-08 13:29:23|Registrada|lrestrepo_udea
1773|Cristian David Torres Zapata|CE|1071675882|Fijo|3186162122|cristian.zapata1773@gmail.com|Carrera 6 #67-56|Sugerencia|2026-02-12 10:41:06|Teléfono|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi gato.|Gato|Campus Medellín - Casas Patrimoniales|2026-03-14 10:41:06|Registrada|fherrera_udea
1774|Juliana Antonia Pérez Bedoya|CC|1051040236|Celular|3006823745|juliana.bedoya1774@udea.edu.co|Calle 111 #55-30|Sugerencia|2026-05-19 15:23:35|Otro|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi otro se estresó durante la espera.|Otro|Campus Medellín - Edificio San Ignacio|2026-06-18 15:23:35|Registrada|mtorres_udea
