id|nombre_completo|tipo_documento|numero_documento|tipo_telefono|telefono_contacto|correo_electronico|direccion|tipo_solicitud|fecha_radicacion|canal_recepcion|asunto_titulo|descripcion_detallada|tipo_mascota|campus_relacionado|fecha_maxima_respuesta|estado_peticion|usuario_registro
1190|Andrés Alejandro Ceballos Cárdenas|PP|1081798004|Fijo|3196431056|andres.cardenas1190@correo.com|Carrera 78 #89-23|Queja|2026-02-05 13:56:56|Redes sociales|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Ciudad Universitaria|2026-03-07 13:56:56|En proceso|rquintero_udea
1191|Daniela David Castaño Restrepo|TI|1039581198|Corporativo|3153129206|daniela.restrepo1191@correo.com|Carrera 44 #95-12|Queja|2026-06-03 09:40:47|Redes sociales|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Edificio San Ignacio|2026-07-03 09:40:47|Registrada|jbedoya_udea
1192|Diego Valentina Rodríguez Ortiz|CC|1010703364|Corporativo|3299802932|diego.ortiz1192@outlook.com|Avenida 18 #10-64|Queja|2026-08-01 17:02:31|Correo electrónico|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-08-31 17:02:31|En proceso|mtorres_udea
1193|Fernando Antonia Serna Ceballos|TI|1046470024|Fijo|3237155633|fernando.ceballos1193@hotmail.com|Transversal 56 #93-64|Queja|2026-03-28 11:50:45|Redes sociales|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus Medellín - Edificio Antioquia|2026-04-27 11:50:45|Solucionada|fherrera_udea
1194|Jorge Fernanda Cadavid Torres|NIT|829171659|Celular|3105884307|jorge.torres1194@outlook.com|Avenida 32 #51-83|Queja|2026-06-12 08:03:37|Redes sociales|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Edificio de Extensión|2026-07-12 08:03:37|Solucionada|dgiraldo_udea
1195|Iván Camila Vélez Correa|NIT|875064536|Fijo|3151539704|ivan.correa1195@correo.com|Calle 38 #70-11|Queja|2026-07-01 16:18:17|Correo electrónico|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Ciudadela Robledo|2026-07-31 16:18:17|Solucionada|jgomez_udea
1196|María Betancur Sánchez|CE|1028528288|Otro|3266564895|maria.sanchez1196@gmail.com|Carrera 81 #19-59|Queja|2026-07-27 10:05:58|Presencial|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Edificio Antioquia|2026-08-26 10:05:58|Solucionada|lrestrepo_udea
1197|Cristian David Muñoz Jaramillo|PP|1023440275|Otro|3097700243|cristian.jaramillo1197@udea.edu.co|Transversal 80 #44-14|Queja|2026-01-23 10:17:27|Página web|Queja por incumplimiento de cita|La cita programada para mi gato no fue atendida en el horario acordado sin previa notificación.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-02-22 10:17:27|Solucionada|mtorres_udea
1198|Daniela David Salazar Sánchez|CE|1087938211|Corporativo|3234612459|daniela.sanchez1198@hotmail.com|Calle 37 #56-84|Queja|2026-03-28 15:41:26|Redes sociales|Queja por incumplimiento de cita|La cita programada para mi perro no fue atendida en el horario acordado sin previa notificación.|Perro|Campus Medellín - Edificio de Extensión|2026-04-27 15:41:26|Solucionada|cparra_udea
1199|Álvaro Valentina Arboleda Escobar|PP|1069954507|Fijo|3122639310|alvaro.escobar1199@gmail.com|Calle 1 #18-25|Queja|2026-03-09 15:34:25|Redes sociales|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Edificio San Ignacio|2026-04-08 15:34:25|En proceso|cparra_udea
1200|Melissa Alejandro Betancourt Vargas|PP|1057714905|Corporativo|3033192955|melissa.vargas1200@correo.com|Calle 72 #77-80|Queja|2026-07-04 16:36:42|Correo electrónico|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi otro en dos visitas distintas.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-08-03 16:36:42|En proceso|jbedoya_udea
1201|Sebastián Esteban Jaramillo Higuita|CC|1075932877|Corporativo|3279737751|sebastian.higuita1201@outlook.com|Diagonal 52 #34-19|Queja|2026-02-02 09:25:18|Presencial|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi gato.|Gato|Campus Medellín - Ciudadela Robledo|2026-03-04 09:25:18|En proceso|jgomez_udea
1202|María Camila Zapata Mejía|CE|1002673218|Celular|3098328270|maria.mejia1202@correo.com|Diagonal 81 #14-18|Queja|2026-01-26 12:09:14|Otro|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi gato el día de la visita.|Gato|Campus Medellín - Ciudadela Robledo|2026-02-25 12:09:14|Registrada|mvelez_udea
1203|Daniela José Osorio Ortiz|TI|1087493294|Fijo|3085373836|daniela.ortiz1203@udea.edu.co|Carrera 81 #15-57|Queja|2026-04-17 10:51:25|Página web|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Edificio Antioquia|2026-05-17 10:51:25|En proceso|dgiraldo_udea
1204|Sofía Antonia Jaramillo Pérez|PP|1093777660|Celular|3185900761|sofia.perez1204@outlook.com|Avenida 19 #29-82|Queja|2026-09-05 13:22:01|Redes sociales|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus en el Área de la salud|2026-10-05 13:22:01|En proceso|mtorres_udea
1205|Adriana José Gutiérrez Betancourt|PP|1036365744|Corporativo|3121668490|adriana.betancourt1205@udea.edu.co|Diagonal 81 #78-3|Queja|2026-07-21 15:57:21|Teléfono|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus en el Área de la salud|2026-08-20 15:57:21|En proceso|fherrera_udea
1206|Hernán Esteban Ceballos Torres|TI|1058275573|Celular|3075122978|hernan.torres1206@correo.com|Transversal 79 #85-82|Queja|2026-01-08 07:33:04|Correo electrónico|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi perro en dos visitas distintas.|Perro|Campus Medellín - Edificio San Ignacio|2026-02-07 07:33:04|Registrada|dgiraldo_udea
1207|Luisa David Torres Osorio|NIT|804505637|Fijo|3095473511|luisa.osorio1207@hotmail.com|Avenida 58 #91-57|Queja|2026-05-03 12:17:37|Presencial|Queja por incumplimiento de cita|La cita programada para mi gato no fue atendida en el horario acordado sin previa notificación.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-06-02 12:17:37|Solucionada|fherrera_udea
1208|Julián Fernanda Marín Salazar|NIT|899189195|Corporativo|3027720037|julian.salazar1208@gmail.com|Avenida 106 #8-35|Queja|2026-03-24 12:30:54|Correo electrónico|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi gato.|Gato|Campus Medellín - Ciudad Universitaria|2026-04-23 12:30:54|Registrada|apineda_udea
1209|Juan Esteban Aristizábal Londoño|NIT|802405089|Otro|3152792956|juan.londono1209@outlook.com|Diagonal 9 #77-87|Queja|2026-09-20 12:28:05|Correo electrónico|Queja por incumplimiento de cita|La cita programada para mi gato no fue atendida en el horario acordado sin previa notificación.|Gato|Campus Medellín - Edificio San Ignacio|2026-10-20 12:28:05|Solucionada|mvelez_udea
1210|Mauricio Sofía Correa Villa|PP|1054721564|Celular|3115893555|mauricio.villa1210@outlook.com|Transversal 49 #89-47|Queja|2026-06-02 08:15:55|Presencial|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi gato.|Gato|Campus Medellín - Edificio San Ignacio|2026-07-02 08:15:55|En proceso|jbedoya_udea
1211|Juan Franco Álvarez|CC|1019282516|Fijo|3164614675|juan.alvarez1211@udea.edu.co|Diagonal 112 #66-86|Queja|2026-02-10 08:14:31|Página web|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus Medellín - Ciudadela Robledo|2026-03-12 08:14:31|En proceso|jbedoya_udea
1212|Óscar Camila Vélez Muñoz|CE|1073999510|Otro|3149152934|oscar.munoz1212@gmail.com|Carrera 42 #75-99|Queja|2026-02-13 14:07:30|Redes sociales|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Casas Patrimoniales|2026-03-15 14:07:30|En proceso|apineda_udea
1213|Miguel Alejandro Vélez Álvarez|PP|1036547632|Corporativo|3037455090|miguel.alvarez1213@outlook.com|Transversal 22 #73-95|Queja|2026-08-19 11:50:22|Página web|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Casas Patrimoniales|2026-09-18 11:50:22|Registrada|scardenas_udea
1214|Carlos Valentina Serna Ortiz|PP|1073023742|Fijo|3282387614|carlos.ortiz1214@gmail.com|Calle 45 #62-21|Queja|2026-07-21 15:52:45|Otro|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi perro el día de la visita.|Perro|Campus en el Área de la salud|2026-08-20 15:52:45|Solucionada|mvelez_udea
1215|David Alejandro Ceballos Bedoya|PP|1062430885|Corporativo|3231398742|david.bedoya1215@hotmail.com|Carrera 63 #38-66|Queja|2026-05-24 11:58:21|Presencial|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi perro en dos visitas distintas.|Perro|Campus Medellín - Edificio de Extensión|2026-06-23 11:58:21|En proceso|mvelez_udea
1216|Luisa Andrés Vélez Betancur|CC|1057674429|Otro|3296349169|luisa.betancur1216@correo.com|Transversal 9 #72-60|Queja|2026-05-16 12:43:44|Otro|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi perro en dos visitas distintas.|Perro|Campus Medellín - Sede de Posgrado|2026-06-15 12:43:44|En proceso|dgiraldo_udea
1217|Miguel Fernanda Pérez Correa|TI|1098972431|Corporativo|3263411710|miguel.correa1217@correo.com|N/A|Queja|2026-04-27 10:10:01|Teléfono|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus Medellín - Ciudad Universitaria|2026-05-27 10:10:01|Registrada|mtorres_udea
1218|Sofía Esteban Higuita Marín|PP|1019027739|Celular|3037170950|sofia.marin1218@correo.com|Avenida 41 #24-23|Queja|2026-09-18 14:23:50|Correo electrónico|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi gato el día de la visita.|Gato|Campus Medellín - Casas Patrimoniales|2026-10-18 14:23:50|Solucionada|dgiraldo_udea
1219|Angélica Sofía Ríos Pérez|TI|1039784098|Corporativo|3296843703|angelica.perez1219@correo.com|Avenida 37 #58-26|Queja|2026-06-25 07:38:45|Correo electrónico|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Edificio Antioquia|2026-07-25 07:38:45|En proceso|jgomez_udea
1220|Alejandra Valentina Cárdenas Ocampo|PP|1052252138|Corporativo|3165002719|alejandra.ocampo1220@outlook.com|Calle 4 #20-97|Queja|2026-05-07 08:09:17|Redes sociales|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi gato.|Gato|Campus Medellín - Edificio Antioquia|2026-06-06 08:09:17|En proceso|mvelez_udea
1221|David Andrés Gómez Vargas|TI|1035128827|Fijo|3206133634|david.vargas1221@outlook.com|Carrera 51 #39-54|Queja|2026-08-12 09:33:24|Otro|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi perro el día de la visita.|Perro|Campus Medellín - Edificio San Ignacio|2026-09-11 09:33:24|En proceso|fherrera_udea
1222|Iván Fernanda Muñoz Ortiz|CC|1002546746|Celular|3265496459|ivan.ortiz1222@correo.com|Avenida 55 #86-97|Queja|2026-03-16 15:28:34|Otro|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus Medellín - Casas Patrimoniales|2026-04-15 15:28:34|Solucionada|cparra_udea
1223|Sebastián José Palacio Franco|NIT|802317431|Fijo|3194476539|sebastian.franco1223@hotmail.com|Carrera 54 #33-94|Queja|2026-04-24 10:42:23|Presencial|Queja por incumplimiento de cita|La cita programada para mi perro no fue atendida en el horario acordado sin previa notificación.|Perro|Campus en el Área de la salud|2026-05-24 10:42:23|En proceso|jgomez_udea
1224|Sebastián Andrés Aristizábal Zuluaga|NIT|880380504|Celular|3114451633|sebastian.zuluaga1224@outlook.com|Avenida 103 #12-41|Queja|2026-01-19 10:54:18|Página web|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Ciudadela Robledo|2026-02-18 10:54:18|En proceso|mvelez_udea
1225|Catalina Valentina Zapata Ceballos|NIT|801505793|Celular|3088307173|catalina.ceballos1225@udea.edu.co|Carrera 117 #4-1|Queja|2026-03-28 08:47:57|Otro|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Edificio Antioquia|2026-04-27 08:47:57|Registrada|apineda_udea
1226|Jorge José Uribe Betancur|NIT|803533451|Fijo|3184804373|jorge.betancur1226@outlook.com|Transversal 106 #21-82|Queja|2026-08-07 11:50:30|Página web|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi perro.|Perro|Campus en el Área de la salud|2026-09-06 11:50:30|En proceso|cparra_udea
1227|Valeria Sofía Londoño Aristizábal|PP|1090163581|Celular|3101636265|valeria.aristizabal1227@udea.edu.co|Diagonal 53 #47-27|Queja|2026-02-27 16:33:26|Teléfono|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Edificio de Extensión|2026-03-29 16:33:26|En proceso|fherrera_udea
1228|Valeria Cano Torres|NIT|866444760|Fijo|3249778908|valeria.torres1228@outlook.com|Transversal 74 #28-12|Queja|2026-02-05 14:37:43|Página web|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi perro el día de la visita.|Perro|Campus en el Área de la salud|2026-03-07 14:37:43|Solucionada|scardenas_udea
1229|Mauricio Antonia Ríos Zuluaga|NIT|835338601|Corporativo|3233737555|mauricio.zuluaga1229@udea.edu.co|Transversal 93 #99-44|Queja|2026-02-08 16:53:53|Redes sociales|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi perro en dos visitas distintas.|Perro|Campus Medellín - Edificio Antioquia|2026-03-10 16:53:53|En proceso|jgomez_udea
1230|Natalia Camila Salazar Palacio|TI|1006918167|Fijo|3262475299|natalia.palacio1230@outlook.com|Avenida 29 #2-16|Queja|2026-07-15 07:17:50|Página web|Queja por incumplimiento de cita|La cita programada para mi gato no fue atendida en el horario acordado sin previa notificación.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-08-14 07:17:50|Solucionada|jgomez_udea
1231|Valeria Valentina Duque Sánchez|NIT|800257335|Otro|3241381153|valeria.sanchez1231@correo.com|Diagonal 40 #36-19|Queja|2026-06-19 13:03:05|Correo electrónico|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi otro en dos visitas distintas.|Otro|Campus Medellín - Ciudad Universitaria|2026-07-19 13:03:05|En proceso|admin_udea
1232|Isabella Jaramillo Restrepo|TI|1043002711|Otro|3228126496|isabella.restrepo1232@gmail.com|Carrera 85 #4-86|Queja|2026-01-09 11:38:00|Correo electrónico|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi gato en el campus.|Gato|Campus Medellín - Ciudadela Robledo|2026-02-08 11:38:00|Solucionada|mvelez_udea
1233|Mauricio Alejandro Escobar Vélez|CC|1062819358|Corporativo|3075172633|mauricio.velez1233@gmail.com|Avenida 71 #64-31|Queja|2026-05-20 08:21:27|Otro|Queja por incumplimiento de cita|La cita programada para mi gato no fue atendida en el horario acordado sin previa notificación.|Gato|Campus Medellín - Ciudadela Robledo|2026-06-19 08:21:27|En proceso|cparra_udea
1234|Nicolás Camila Correa Gómez|TI|1065987206|Celular|3074447868|nicolas.gomez1234@outlook.com|Carrera 44 #71-17|Queja|2026-07-24 14:55:27|Página web|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-08-23 14:55:27|En proceso|lrestrepo_udea
1235|Andrés José Ríos Correa|CC|1017671738|Corporativo|3216100346|andres.correa1235@udea.edu.co|Avenida 31 #15-86|Queja|2026-05-15 07:31:00|Presencial|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-06-14 07:31:00|Solucionada|cparra_udea
1236|Felipe Gómez Palacio|NIT|834947869|Fijo|3142495852|felipe.palacio1236@outlook.com|Carrera 8 #55-44|Queja|2026-07-08 10:44:14|Página web|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Sede de Posgrado|2026-08-07 10:44:14|Solucionada|fherrera_udea
1237|María David Arboleda Londoño|TI|1014366469|Otro|3035254417|maria.londono1237@gmail.com|Avenida 2 #39-50|Queja|2026-08-28 10:20:14|Redes sociales|Queja por incumplimiento de cita|La cita programada para mi perro no fue atendida en el horario acordado sin previa notificación.|Perro|Campus Medellín - Casas Patrimoniales|2026-09-27 10:20:14|Solucionada|fherrera_udea
1238|Diego Antonia Ortiz Franco|TI|1007695203|Corporativo|3254079293|diego.franco1238@hotmail.com|Transversal 52 #15-3|Queja|2026-03-26 07:31:25|Otro|Queja por incumplimiento de cita|La cita programada para mi perro no fue atendida en el horario acordado sin previa notificación.|Perro|Campus Medellín - Edificio de Extensión|2026-04-25 07:31:25|Registrada|mtorres_udea
1239|Diego Camila Gutiérrez Ríos|TI|1070860572|Celular|3279457408|diego.rios1239@hotmail.com|Calle 97 #19-16|Queja|2026-02-21 08:17:43|Otro|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi otro en dos visitas distintas.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-03-23 08:17:43|Solucionada|mvelez_udea
1240|Emmanuel Sofía Duque Jaramillo|NIT|840259413|Otro|3296332847|emmanuel.jaramillo1240@gmail.com|Transversal 52 #66-23|Queja|2026-02-11 08:36:06|Teléfono|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi gato en dos visitas distintas.|Gato|Campus Medellín - Edificio Antioquia|2026-03-13 08:36:06|Solucionada|mtorres_udea
1241|Juliana Esteban Franco Builes|NIT|803821002|Celular|3176241432|juliana.builes1241@gmail.com|Calle 119 #41-22|Queja|2026-03-23 15:27:24|Teléfono|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Edificio San Ignacio|2026-04-22 15:27:24|Registrada|lrestrepo_udea
1242|María Cano Montoya|CC|1058356187|Fijo|3292294956|maria.montoya1242@gmail.com|Avenida 18 #80-91|Queja|2026-05-16 09:18:54|Teléfono|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Edificio Antioquia|2026-06-15 09:18:54|En proceso|lrestrepo_udea
1243|Carlos Andrés Gutiérrez Vélez|CC|1089607142|Corporativo|3133651850|carlos.velez1243@gmail.com|Avenida 5 #76-90|Queja|2026-05-10 16:45:57|Otro|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Ciudad Universitaria|2026-06-09 16:45:57|Solucionada|mvelez_udea
1244|David Sofía Palacio Osorio|CC|1064293583|Fijo|3028716051|david.osorio1244@correo.com|Diagonal 43 #95-38|Queja|2026-03-13 12:15:30|Otro|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus Medellín - Edificio San Ignacio|2026-04-12 12:15:30|Solucionada|dgiraldo_udea
1245|Hernán David Jaramillo Castaño|NIT|867981275|Otro|3214888873|hernan.castano1245@correo.com|Calle 103 #39-16|Queja|2026-06-01 12:57:56|Presencial|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Edificio de Extensión|2026-07-01 12:57:56|En proceso|rquintero_udea
1246|Catalina Fernanda Ospina Castaño|CE|1043261394|Corporativo|3096060037|catalina.castano1246@udea.edu.co|Avenida 52 #81-51|Queja|2026-05-15 15:18:54|Correo electrónico|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi perro el día de la visita.|Perro|Campus Medellín - Ciudad Universitaria|2026-06-14 15:18:54|En proceso|lrestrepo_udea
1247|Juliana José Zapata Pérez|NIT|868657687|Celular|3249720338|juliana.perez1247@gmail.com|Avenida 99 #17-39|Queja|2026-05-18 16:33:38|Otro|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Edificio de Extensión|2026-06-17 16:33:38|En proceso|dgiraldo_udea
1248|Ximena Andrés Restrepo Cadavid|PP|1072197490|Fijo|3004186236|ximena.cadavid1248@correo.com|Carrera 77 #16-90|Queja|2026-06-22 16:04:17|Correo electrónico|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi gato en dos visitas distintas.|Gato|Campus Medellín - Ciudadela Robledo|2026-07-22 16:04:17|En proceso|apineda_udea
1249|Esteban Fernanda Zapata Quintero|PP|1058535640|Fijo|3242735521|esteban.quintero1249@udea.edu.co|Avenida 40 #81-83|Queja|2026-04-07 14:25:54|Correo electrónico|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi gato en el campus.|Gato|Campus Medellín - Casas Patrimoniales|2026-05-07 14:25:54|Solucionada|apineda_udea
1250|Paula Andrés Giraldo Palacio|PP|1051581641|Otro|3004548701|paula.palacio1250@udea.edu.co|Diagonal 46 #41-12|Queja|2026-08-04 17:25:02|Otro|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Ciudad Universitaria|2026-09-03 17:25:02|En proceso|dgiraldo_udea
1251|Daniela Esteban Gutiérrez Escobar|CC|1030252919|Otro|3051389598|daniela.escobar1251@hotmail.com|Avenida 19 #59-29|Queja|2026-05-11 12:44:09|Otro|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Edificio de Extensión|2026-06-10 12:44:09|Solucionada|cparra_udea
1252|Hernán Franco Torres|CC|1068827582|Otro|3269816930|hernan.torres1252@hotmail.com|Transversal 43 #54-56|Queja|2026-07-23 10:20:55|Otro|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi perro el día de la visita.|Perro|Campus Medellín - Ciudadela Robledo|2026-08-22 10:20:55|Solucionada|jgomez_udea
1253|Rodrigo Esteban Betancourt Correa|CE|1028363115|Otro|3046610020|rodrigo.correa1253@hotmail.com|Avenida 106 #15-77|Queja|2026-08-02 17:47:23|Redes sociales|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi gato en el campus.|Gato|Campus Medellín - Ciudad Universitaria|2026-09-01 17:47:23|En proceso|fherrera_udea
1254|Álvaro Andrés Aristizábal Jaramillo|PP|1001838384|Corporativo|3227103367|alvaro.jaramillo1254@outlook.com|Carrera 5 #10-65|Queja|2026-06-15 17:13:07|Correo electrónico|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi gato el día de la visita.|Gato|Campus Medellín - Casas Patrimoniales|2026-07-15 17:13:07|En proceso|cparra_udea
1255|Estefanía David Zuluaga Aristizábal|CE|1001051406|Fijo|3163633196|estefania.aristizabal1255@hotmail.com|Calle 72 #24-67|Queja|2026-05-14 12:45:15|Redes sociales|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi otro en dos visitas distintas.|Otro|Campus en el Área de la salud|2026-06-13 12:45:15|En proceso|jbedoya_udea
1256|Óscar Andrés Torres Giraldo|NIT|822735047|Corporativo|3229999350|oscar.giraldo1256@udea.edu.co|Carrera 53 #53-7|Queja|2026-07-10 10:51:06|Teléfono|Queja por incumplimiento de cita|La cita programada para mi perro no fue atendida en el horario acordado sin previa notificación.|Perro|Campus Medellín - Ciudad Universitaria|2026-08-09 10:51:06|Solucionada|scardenas_udea
1257|Angélica Camila Mejía López|NIT|881403541|Corporativo|3157930779|angelica.lopez1257@correo.com|Avenida 20 #7-60|Queja|2026-09-06 15:10:26|Presencial|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi perro en dos visitas distintas.|Perro|Campus Medellín - Sede de Posgrado|2026-10-06 15:10:26|En proceso|jgomez_udea
1258|Estefanía José Peña Palacio|NIT|827896322|Celular|3188309820|estefania.palacio1258@gmail.com|Avenida 120 #29-16|Queja|2026-07-14 07:28:34|Correo electrónico|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus en el Área de la salud|2026-08-13 07:28:34|Solucionada|admin_udea
1259|Carolina David Pérez Londoño|TI|1080166366|Otro|3038604936|carolina.londono1259@hotmail.com|Carrera 31 #57-50|Queja|2026-06-20 14:40:57|Redes sociales|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi gato.|Gato|Campus en el Área de la salud|2026-07-20 14:40:57|Registrada|mvelez_udea
1260|Catalina Camila Giraldo Vélez|TI|1036939375|Celular|3224805051|catalina.velez1260@udea.edu.co|Carrera 12 #80-94|Queja|2026-09-27 07:04:08|Presencial|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Ciudadela Robledo|2026-10-27 07:04:08|Registrada|apineda_udea
1261|Felipe Antonia Betancur Ospina|CE|1016888638|Celular|3155700317|felipe.ospina1261@gmail.com|Transversal 26 #86-30|Queja|2026-02-15 13:14:37|Presencial|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Edificio de Extensión|2026-03-17 13:14:37|En proceso|apineda_udea
1262|Sofía Antonia Giraldo Restrepo|TI|1030356271|Celular|3161233551|sofia.restrepo1262@hotmail.com|Transversal 38 #34-97|Queja|2026-05-10 11:05:42|Página web|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi gato en dos visitas distintas.|Gato|Campus Medellín - Ciudad Universitaria|2026-06-09 11:05:42|Solucionada|mvelez_udea
1263|Manuela Esteban Herrera Ospina|PP|1078363545|Celular|3111013043|manuela.ospina1263@outlook.com|Transversal 93 #97-62|Queja|2026-03-11 17:36:01|Correo electrónico|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus en el Área de la salud|2026-04-10 17:36:01|Solucionada|rquintero_udea
